you,ты
recoil,отдача
recollect,вспомнить
reconstruct,реконструировать
rectangle,прямоугольник
rectify,исправить
recycling,переработка отходов
redeem,выкупать
reed,тростник
refine,уточнять
refuel,заправляться
refusal,отказ
rein,сдерживать
relapse,рецидив
relent,смягчаться
reluctance,нежелание
reluctance,нежелание
remnant,остаток
render,оказывать
repetition,репетиция
reprint,перепечатка
reptile,рептилия
repulse,отпор
requisite,реквизит
respiration,дыхание
revision,пересмотр
revolt,бунт
rind,кожура
ripple,рябь
roadmap,дорожная карта
roadside,обочина
rosy,розовый
rot,гнить
rotate,вращать
rouge,румяна
salutation,приветствие
sanctify,освящать
sanitary,санитарный
saturate,насыщать
savour,Вкус
sceptical,скептический
sculptor,скульптор
seam,шов
seaman,моряк
seashore,морской берег
sect,секта
selfconfidence,самоуверенность
selfcontrol,самоконтроль
selfemployed,частный предприниматель
selfevident,самоочевидный
selfportrait,Автопортрет
semicircle,полукруг
sermon,проповедь
serpent,змея
shabby,потрепанный
shallow,мелкий
shawl,шаль
sickly,болезненный
sinister,зловещий
sinner,грешник
skid,занос
skim,снимать
slander,клевета
